k,timestamp,PV_level (cm),PV_flow (VDC),dPVflow,dt,Q_FT (lt/min)
257,31.031057596206665,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
258,31.13178825378418,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
259,31.25944757461548,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
260,31.367172956466675,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
261,31.4858455657959,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
262,31.586572408676147,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
263,31.712237119674683,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
264,31.813966751098633,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
265,31.949604988098145,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
266,32.06329917907715,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
267,32.20093059539795,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
268,32.36050581932068,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
269,32.49215388298035,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
270,32.629786252975464,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
271,32.741485595703125,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
272,32.87313747406006,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
273,32.996803522109985,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
274,33.10750722885132,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
275,33.24613857269287,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
276,33.38576531410217,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
277,33.50045704841614,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
278,33.61914014816284,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
279,33.72685480117798,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
280,33.84952449798584,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
281,33.95823359489441,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
282,34.08888792991638,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
283,34.221529722213745,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
284,34.32624959945679,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
285,34.45590305328369,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
286,34.55663323402405,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
287,34.69227147102356,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
288,34.8219256401062,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
289,34.94160556793213,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
290,35.05729627609253,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
291,35.166008710861206,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
292,35.29865097999573,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
293,35.42930245399475,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
294,35.53003144264221,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
295,35.65868878364563,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
296,35.76939654350281,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
297,35.900043964385986,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
298,36.041664838790894,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
299,36.18228888511658,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
300,36.296985149383545,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
301,36.43564701080322,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
302,36.5762357711792,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
303,36.68195414543152,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
304,36.82560348510742,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
305,36.94624662399292,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
306,37.04797434806824,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
307,37.169650077819824,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
308,37.28534126281738,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
309,37.417988538742065,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
310,37.55063486099243,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
311,37.65336060523987,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
312,37.81193518638611,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
313,37.94158673286438,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
314,38.055283546447754,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
315,38.180946826934814,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
316,38.302656173706055,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
317,38.42130756378174,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
318,38.55793905258179,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
319,38.689587116241455,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
320,38.79031753540039,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
321,38.93692588806152,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
322,39.064584732055664,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
323,39.165316343307495,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
324,39.31192398071289,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
325,39.43858575820923,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
326,39.54430317878723,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
327,39.6789436340332,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
328,39.80660152435303,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
329,39.92329001426697,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
330,40.040974617004395,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
331,40.19655966758728,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
332,40.30427145957947,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
333,40.43392491340637,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
334,40.60147666931152,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
335,40.72813820838928,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
336,40.86676788330078,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
337,40.977471351623535,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
338,41.12009000778198,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
339,41.24875044822693,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
340,41.369423627853394,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
341,41.496087312698364,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
342,41.60978817939758,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
343,41.73348951339722,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
344,41.8581178188324,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
345,41.976802110672,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
346,42.09448719024658,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
347,42.207218170166016,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
348,42.33185601234436,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
349,42.43258213996887,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
350,42.56426382064819,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
351,42.67393708229065,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
352,42.80857801437378,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
353,42.94222140312195,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
354,43.079854011535645,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
355,43.18058466911316,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
356,43.31622123718262,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
357,43.41695284843445,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
358,43.54461097717285,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
359,43.685234785079956,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
360,43.79893207550049,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
361,43.914621353149414,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
362,44.02732014656067,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
363,44.15697360038757,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
364,44.276652812957764,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
365,44.39533567428589,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
366,44.50005602836609,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
367,44.63070774078369,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
368,44.760364055633545,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
369,44.90598392486572,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
370,45.0475959777832,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
371,45.174254179000854,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
372,45.324851512908936,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
373,45.44453287124634,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
374,45.547258377075195,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
375,45.6739182472229,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
376,45.775646924972534,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
377,45.90829372406006,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
378,46.02897024154663,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
379,46.1436653137207,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
380,46.24439334869385,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
381,46.369060754776,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
382,46.499711990356445,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
383,46.613407611846924,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
384,46.73209023475647,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
385,46.83581566810608,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
386,46.949509620666504,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
387,47.079164028167725,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
388,47.21181058883667,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
389,47.348443031311035,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
390,47.449174642562866,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
391,47.579824686050415,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
392,47.68055486679077,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
393,47.81419849395752,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
394,47.92889165878296,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
395,48.05256104469299,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
396,48.153292417526245,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
397,48.29092621803284,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
398,48.422574043273926,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
399,48.52330207824707,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
400,48.65096306800842,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
401,48.75169491767883,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
402,48.869377851486206,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
403,48.97908806800842,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
404,49.102757692337036,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
405,49.23440384864807,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
406,49.34909629821777,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
407,49.475757360458374,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
408,49.57648706436157,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
409,49.71212458610535,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
410,49.846800088882446,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
411,49.94849634170532,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
412,50.06720948219299,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
413,50.17289352416992,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
414,50.31850457191467,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
415,50.430206060409546,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
416,50.54589653015137,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
417,50.675586462020874,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
418,50.801215171813965,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
419,50.93086862564087,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
420,51.033596992492676,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
421,51.16926336288452,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
422,51.30586576461792,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
423,51.40859127044678,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
424,51.52129006385803,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
425,51.62201976776123,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
426,51.751704454422,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
427,51.89330792427063,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
428,52.00400185585022,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
429,52.129663944244385,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
430,52.230395555496216,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
431,52.371020555496216,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
432,52.49468755722046,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
433,52.63730597496033,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
434,52.75100374221802,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
435,52.87068438529968,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
436,52.979395389556885,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
437,53.09309267997742,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
438,53.202794790267944,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
439,53.324469804763794,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
440,53.44315242767334,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
441,53.56482744216919,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
442,53.67652893066406,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
443,53.80119609832764,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
444,53.90192770957947,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
445,54.03058409690857,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
446,54.148268699645996,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
447,54.27393174171448,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
448,54.39859867095947,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
449,54.50232243537903,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
450,54.621004819869995,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
451,54.72572422027588,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
452,54.86634945869446,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
453,54.99500513076782,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
454,55.121705055236816,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
455,55.23735690116882,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
456,55.353047370910645,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
457,55.480706214904785,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
458,55.60337829589844,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
459,55.70410871505737,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
460,55.84074687957764,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
461,55.941476821899414,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
462,56.090078592300415,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
463,56.191805362701416,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
464,56.31647276878357,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
465,56.44712424278259,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
466,56.54785394668579,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
467,56.64858865737915,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
468,56.78422212600708,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
469,56.921854734420776,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
470,57.02258563041687,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
471,57.15223813056946,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
472,57.25698924064636,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
473,57.37364745140076,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
474,57.51127862930298,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
475,57.618990659713745,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
476,57.75861883163452,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
477,57.85934901237488,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
478,58.01792550086975,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
479,58.146583557128906,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
480,58.27523732185364,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
481,58.385945081710815,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
482,58.50861573219299,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
483,58.64923810958862,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
484,58.76592946052551,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
485,58.89657640457153,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
486,58.997307538986206,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
487,59.122971057891846,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
488,59.259605407714844,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
489,59.366320848464966,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
490,59.486998081207275,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
491,59.62163758277893,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
492,59.74430966377258,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
493,59.86199641227722,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
494,59.967713594436646,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
495,60.09337663650513,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
496,60.19410753250122,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
497,60.294838428497314,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
498,60.42050576210022,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
499,60.54520320892334,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
500,60.650888204574585,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
501,60.76857328414917,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
502,60.87229537963867,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
503,60.978012800216675,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
504,61.11963438987732,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
505,61.24529957771301,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
506,61.34802508354187,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
507,61.479671478271484,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
508,61.58040237426758,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
509,61.70107984542847,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
510,61.80480909347534,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
511,61.920528411865234,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
512,62.03917670249939,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
513,62.16583800315857,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
514,62.2755446434021,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
